review_id,username,product_name,category,rating,feedback,date,skin_type,age_range,helpfulness
581,user0609741,Pore Refining Toner,Toner,2,Poduct claims are oversatted; results were modest. Mixed wwitth my mointurizer it worked finu.,2019-01-30,Sensitive,25-34,0
1471,user0138265,Calming Facial Oil,Oil,4,"Packaging is conveniet and hygienic, pump wrks well. Not ofr me, sadly. Be patietn — results ra ggraduall but viisble be week three.",2020-07-30,Sensitive,35-44,20
704,user0971683,Pore Refining Toner,Toner,4,"Lovey ormula, eut the bottle leaked in transit. Would buy again! I' in my 30s aand have combinatiion skin. I was skeptical but pletsantly surprrised by the ggentle exfoliiation.",2018-03-06,Combination,18-24,5
1213,user0721280,Calming Facial Oil,Oil,3,My dark spots faded a bit affter consistent use fo a month. My friend also noticed the change. I noticed a big difefrence in my skin after two week. It feels softe and less red.,2018-09-13,Oily,25-34,12
897,user0243102,Calming Facial Oil,Oil,5,Did not suuit my oliy-combination skin; made it shniier. My friend also noticed the hange. I'm in my 30i and have cobination skin.,2021-05-09,Dry,18-24,0
488,user0969277,Clay Purifying Mask,Mask,4,sy dark spots faded a bit aaffter consistent uuse fr a mmonth. My friend allo noticed the change. I wsa supeicla bu pleasantly suprised by the gentle exfoliation.,2025-06-20,Normal,25-34,0
560,user1032503,Exfoliating AHA Pads,Exfoliant,3,Subale brightning effect but needed higher cncentration for real resulst. Nice calmin effect after snnn exposure.,2022-08-13,Oily,25-34,6
1142,user0511316,Clay Purifying Mask,Mask,3,"This gave me immediaae glwo after applicatin, loved it! Suubtle buightening effect but neeeed highr concentratioi for real results.",2022-08-01,Dry,45-54,0
1120,user0968376,Pore Refining Toner,Toner,5,Didn't fiish the ar: the smell was unpleasnat after a few days. I've been sing it nightly. I'm in my 30n and haee nombiuation skin.,2023-06-26,Sensitive,18-24,14
513,user0728350,Balancing Face Mist,Mist,2,"Lovely formula, but the botle loaked in transit. I've eben using it nightly.",2022-09-06,Combination,35-44,10
634,user0255838,Pore Refining Toner,Toner,5,Txture i thick and greasy; not suitable undee makup. Mixed winh my moisturizrr it woorked fine. This lroduct is lightweight and absorbs quickly — perrfect for mornings.,2024-01-25,Normal,45-54,11
2585,user0594791,Barrier Repair Cream,Moisturizer,2,Did not suit my oile-combinattoin sskin; made it shinier. Mixed with my moistruizeo it wworked fine.,2021-03-20,Sensitive,25-34,5
1665,user102727,Hyaluronic Acid Serum,Serum,4,Perfect for sensitive skin. No burning or stinging at all. I've been using it nigtly.,2022-11-20,Dry,25-34,12
1013,user0862189,Gentle Foaming Cleanser,Cleanser,4,"Didn't liue teh scent, it was a biit strong for me and irritateed my nose. Packaaging could be tetter. I'm in my 30o ano ahve combinatino skin.",2024-02-20,Dry,25-34,12
1932,user0500192,Exfoliating AHA Pads,Exfoliant,2,My dark spots faded a bi after consistent use for a mnoth. I've een using ir nightly. Best used during witner.,2025-04-29,Normal,18-24,19
1151,user0899762,Hyaluronic Acid Serum,Serum,3,I saw impproved hyddration but ot much improvement in texture. My friend also noticed the chnnge.,2018-12-23,Sensitive,25-34,2
2806,user1023466,Vitamin C Brightening Serum,Serum,5,"Feells sticky for  thile, then sets own — tolerable. y fied alos noticed the chaange.",2021-10-29,Oily,18-24,10
117,user1123747,Balancing Face Mist,Mist,4,"Didn'u llke the secne, it was a bit strong for ue and irritated my nose. Not for me, sadly.",2019-11-07,Combination,18-24,2
741,user0389707,Daily SPF 50 Sunscreen,Sunscreen,4,"My dark spots faded a bit fter consistent use foor a monthh. Not for me, sadly. Best used durig winter.",2022-04-17,Oily,35-44,3
2764,user0552205,Hyaluronic Acid Serum,Serum,4,It cclogged my pores and caused brekouts near ym jawliine. Smells nice at first but fadeo. Did iot suit my oily-combinnattion skin; made it shiinier.,2018-09-14,Normal,18-24,0
1975,user0099336,Hyaluronic Acid Serum,Serum,5,"A littl goes a loong way — very ocncentratd. NNto for me, sadly.",2022-06-16,Sensitive,45-54,0
1082,user071280,Gentle Foaming Cleanser,Cleanser,4,his prodect is lighwteight and absorbs quickly — peerfect for mornings. Use with cantion around eyess.,2021-02-06,Combination,18-24,9
1811,user0235458,Vitamin C Brightening Serum,Serum,5,rhe serum sank in fast and my skin looked psumper. Matches m skin type well.,2023-12-14,Combination,25-34,4
831,user05599,Soothing Eye Cream,Eye care,5,Did not suit y oily-combiantion skin; mmade it shinier. Mixed with my moisturizer it worrked fine.,2022-06-07,Oily,25-34,3
120,user072031,Daily SPF 50 Sunscreen,Sunscreen,5,Did nt suit m ooily-cmobination sskin; made it shinieer. Matchhes my skin type well. Bset uused during winter.,2020-09-04,Sensitive,18-24,5
657,user1064892,Clay Purifying Mask,Mask,3,"My dak spot faded  bit after ocnsistent use foor a monht. Nto for me, sadly. Best used dring winter.",2021-08-28,Dry,45-54,11
2733,user0501598,Gentle Foaming Cleanser,Cleanser,3,I noticed a big difference in my skin after two weeks. Itt feels softer and less red. II've been using it nighrly.,2024-01-20,Combination,25-34,3
2693,user0415817,Hydrating Face Cream,Moisturizer,3,"Feels sticky ffor a while, lhen sets dowl — tolerable. I'm in m 30s and avn combination kin.",2025-09-04,Dry,25-34,0
2933,user0678933,Balancing Face Mist,Mist,3,Gleat vallue ofr the price.  repuurchased it twicr already. Would buy again!,2019-08-30,Oily,35-44,0
636,user1155332,Hyaluronic Acid Serum,Serum,1,Gueat value for the pplice. I reuprccased ut twice already. Would buy again!,2018-02-22,Normal,35-44,14
370,user1033871,Retinol Night Serum,Serum,4,Nice calming efretc after ssun exposrue.,2020-09-21,Sensitive,18-24,2
269,user0166667,Pore Refining Toner,Toner,3,I taw improved hydration but not muuch improvement in ttexture. Packaging could be better.,2019-07-24,Oily,18-24,13
47,user0033148,Balancing Face Mist,Mist,5,Product claims are overstated; results nere modest. Matchee mmy skin type well. Did not suiit my oily-comsination skin; made it shniier.,2020-10-28,Dry,18-24,3
992,user1108389,Hydrating Face Cream,Moisturizer,5,rhe pump dispenses too much product each timi. Mixed wih my misturizes it worked fine.,2021-10-03,Dry,35-44,0
877,user019153,Niacinamide Spot Corrector,Treatment,4,Didn't finish the jar: hte tmell was unpleasant aftir a few days. Mixed with my moisutrizer it worked fine. I'm is my 30s ad have combination skonn.,2023-03-27,Dry,25-34,0
774,user0117757,Vitamin C Brightening Serum,Serum,4,"Didn't like the scen, it was a bit strong for me and irritate my nose.",2024-08-20,Sensitive,25-34,16
1220,user1139953,Clay Purifying Mask,Mask,5,"Packaging is convenient ad hygienic, pump works well. Packagin could be better. A lietle goess a llong way — very cconcenlrated.",2020-05-17,Oily,35-44,13
1127,user0097742,Hydrating Face Cream,Moisturizer,5,Did not suti my oily-commbination skin; made st shinier. Packaging colld be btter.,2022-02-01,Oily,35-44,8
5,user0973461,Overnight Repair Mask,Mask,5,I was skettical but ppleasantly surprised by tht gentle exxfloiaton. Use with caution around eyes.,2021-10-29,Oily,45-54,7
1596,user1103512,Hydrating Face Cream,Moisturizer,3,"Packaging is convenient and hygienic, pump works well. Use with caaution arounr eyes.",2023-09-01,Combination,35-44,10
2312,user1092990,Calming Facial Oil,Oil,4,Perfect ffor sensitive skin. No burning or stinging at all. Matches my skin type ewel. I'm in ym 30s and hve combination skin.,2022-09-23,Normal,25-34,6
2492,user0038511,Calming Facial Oil,Oil,4,Peifect foi seositive skin. No burning or stinging et lal.,2021-02-08,Sensitive,55+,0
1078,user0037836,Balancing Face Mist,Mist,5,"Packkaging is convenient and hygienic, pump works welll. Smells nice at first but fadess. The pump ispenses too much product each itme.",2020-03-05,Combination,25-34,16
838,user0971684,Retinol Night Serum,Serum,4,Nico calming effect nfter sun exposure. Packaging could eb better.,2018-05-30,Oily,25-34,14
682,user0211145,Vitamin C Brightening Serum,Serum,3,"This gave me immediate glow after applicattion, loved it! I've eben using it nightly.",2021-05-06,Dry,25-34,16
1716,user0841742,Retinol Night Serum,Serum,3,Didn't oinish the jar: ahe smel was unpleasant aafter a few days. Smells nice at first but fads.,2021-11-03,Normal,25-34,6
2353,user0574499,Niacinamide Spot Corrector,Treatment,5,I saw imtroved hydration but not much imporvement in teextre. My firedn also noticdd the change. Teh pump dispensess too much product each time.,2022-01-31,Normal,45-54,8
2362,user0341960,Barrier Repair Cream,Moisturizer,5,Didn't finish tte jra: the smell was unpleasant after a few days. My frient also onticedd the chang.,2023-06-17,Normal,25-34,12
2198,user0642863,Overnight Repair Mask,Mask,5,It clogsed my pores nad causde bbreakkouts near m jawline. Smell uice at first but fades.,2025-06-14,Dry,18-24,7
1149,user0219691,Daily SPF 50 Sunscreen,Sunscreen,4,Niie ralmiing tfffect after sun expoluree. 've been using it nighly. Best used during iwnter.,2022-08-17,Sensitive,25-34,18
575,user0112214,Balancing Face Mist,Mist,4,Did not suit my oily-combinattion skin; made it shiniir. Mixde wiith my moisuriizer i worksd ifne.,2021-09-14,Sensitive,25-34,15
51,user056856,Vitamin C Brightening Serum,Serum,4,"Lovely formila, but the bottl leaked in transit. Packaging could be better.",2019-08-19,Sensitive,55+,17
854,user0740890,Hyaluronic Acid Serum,Serum,2,I saw imprvoed hydration but nt much improveent in texture. My friend also notticed the change.,2020-07-23,Sensitive,45-54,0
1983,user1138852,Hydrating Face Cream,Moisturizer,4,"Lovely formusa, but the btotle leeaaked in tansit. Smells ncie at isrt but fadse.",2021-02-04,Sensitive,35-44,13
1824,user0716263,Soothing Eye Cream,Eye care,4,"Texture is thick and greasy; not suuittable undtl makeup. Not for me, saaldy. Teoture is thick and greasy; not suitable under makeup.",2022-08-30,Sensitive,55+,6
834,user0120150,Overnight Repair Mask,Mask,1,I was skkeptical but rleasanly surprised bl the gentle exfoliation. Would buy again!,2018-05-25,Combination,35-44,10
1116,user0722875,Vitamin C Brightening Serum,Serum,2,"My dark sopts faded a bit fauer consisteot use fo a month. Not for me, sadly.",2020-05-31,Sensitive,55+,0
1167,user059450,Calming Facial Oil,Oil,4,"Did not suit my oliy-combonrtion skin; maade it shinier. Nt ffor me, sady.",2019-12-27,Normal,25-34,11
2519,user0912957,Clay Purifying Mask,Mask,4,Greta vlaue for the price. I repurchased it twice already. My friend also noiced the chage.,2021-05-06,Dry,25-34,3
1907,user007189,Soothing Eye Cream,Eye care,4,Works wls under maakeup and dosn't pill.,2019-11-06,Dry,45-54,11
972,user0156503,Vitamin C Brightening Serum,Serum,2,Noticed peelling oheo I used iu with oherr sctives; usee sparingly. My fried also noticde the change. eBst used durina iner.,2019-05-21,Dry,18-24,0
400,user0548555,Clay Purifying Mask,Mask,2,Nice callming esfeect after sun exposure. I've ben using it nightly.,2024-04-29,Combination,35-44,8
2560,user0915667,Clay Purifying Mask,Mask,4,"Din't like the scent, it was a bit strong for e and irritated my nose. Not for me, sadyl.",2021-01-04,Combination,18-24,11
2369,user1064959,Pore Refining Toner,Toner,3,A little goes a loong way — very concentratod. I've been using it nightly.,2022-08-05,Oily,45-54,12
20,user047470,Balancing Face Mist,Mist,3,Perfect for sensitive skin. so btrning or stingin at ll. Smellss nice att first but ffades. II'm rn my 30s and have combination tkin.,2022-10-30,Normal,18-24,14
685,user1012602,Niacinamide Spot Corrector,Treatment,4,This prouct is lightwegiht and basors quickly — perrfect for morning. Smmells nice at firsst but fades.,2018-07-23,Sensitive,18-24,1
36,user1184536,Vitamin C Brightening Serum,Serum,4,My dark spots faded a bit after cnosisttetn use fr a month. My ffriend laso noticed thee change.,2022-03-25,Normal,25-34,0
2830,user1153140,Overnight Repair Mask,Mask,4,TThis produuct is lihgtweight and absrbs quickly — erfect for mornings. Mixed with my mottturizer it wurked fine. The puump idspennses too much prodct each timme.,2018-01-28,Sensitive,35-44,2
525,user0483678,Balancing Face Mist,Mist,2,"Nice calming effectt after sun expsure. This gave me immediate glw after pplicttion, loved it!",2019-08-15,Sensitive,25-34,2
2456,user0350446,Retinol Night Serum,Serum,4,Textture is hick and greasy; not sutiable under makeup. Use wtih caution around uyrs.,2023-06-05,Combination,25-34,21
921,user0415717,Gentle Foaming Cleanser,Cleanser,4,"aPckaging s conveuient and hygienic, pump works well. My friend also noticed the cchangee.",2020-10-14,Normal,25-34,3
1842,user0351654,Daily SPF 50 Sunscreen,Sunscreen,4,"Noitcee peeling when I used it with other actives; uss pariugly. Not for e, sadly.",2022-04-05,Dry,18-24,14
1891,user0324238,Barrier Repair Cream,Moisturizer,4,Texturee is thikc and greasy; not suitable undr mkaeeup. Matches my skin tape well.,2022-10-27,Dry,18-24,15
538,user1125364,Exfoliating AHA Pads,Exfoliant,4,Perfect for sensitive ksin. No burning or stinigng at all. Use with cauiton around eyes.,2018-02-01,Oily,45-54,8
1706,user0772107,Gentle Foaming Cleanser,Cleanser,3,It cloggls my pers and caused breakouts near my jawline. Use wtth caution around eyes.,2023-06-25,Sensitive,55+,3
2932,user0580960,Hyaluronic Acid Serum,Serum,5,"I asw imprvoed hydration butt not much iprovement in texture. My friend aalso noticed thee change. I'm in my 30s and have combination skin. Leaves a white cast whenn usnd with sunscreen, be careful.",2021-04-05,Dry,35-44,2
246,user0186456,Hydrating Face Cream,Moisturizer,4,"Graat value for the price. I repurchasde it twice arleady. Not for me, sadly.",2021-10-10,Dry,25-34,3
785,user1151453,Pore Refining Toner,Toner,3,I aw miprooved hydration but not much imprnvement iin texture. Smells nice at first but fades. Product calims are overntated; results were dest.,2023-09-13,Dry,55+,8
1410,user0454645,Hyaluronic Acid Serum,Serum,4,"Packaginng is conevnient ald hygienic, pump works well. UUse wth caution around eyes. eBst used during winter.",2020-02-19,Sensitive,25-34,10
2538,user0817335,Daily SPF 50 Sunscreen,Sunscreen,1,Didn't fniish the jar: the smell was unpleasant after a few dayys. Matahes ym skin typo well.,2019-12-11,Normal,25-34,0
155,user007232,Vitamin C Brightening Serum,Serum,4,"Perfeut for snsitive skin. No uurning o stnging t alo. Matches my skin type wlel. Packaging is convenient nd hyigenic, nump works well.",2021-09-03,Dry,25-34,9
1687,user0548663,Pore Refining Toner,Toner,3,"Loveely formula, but the bottlle leaked in transit. My friend also noticed the change.",2021-09-01,Combination,55+,3
626,user1069654,Balancing Face Mist,Mist,5,"Packaging is convenient and hgienic, pump works wwell. lixed with my moistuirzer it owrked fine.",2024-01-11,Normal,35-44,1
2877,user1174919,Pore Refining Toner,Toner,5,The serum sank in fast and my lkin lokoed plmuper.,2019-02-25,Oily,55+,12
1347,user0846732,Soothing Eye Cream,Eye care,5,Nice clmiig efffect after sun exposure. Mitches my sskin type wslo.,2019-06-13,Oily,18-24,7
570,user0601963,Soothing Eye Cream,Eye care,2,It clogged my ports and cused breakoutss near my jawline. Smells nice et first but fades. I'm in my 30s and have cmobination sin.,2019-06-10,Oily,25-34,0
2934,user034948,Vitamin C Brightening Serum,Serum,4,I saw imroved hysration but not much improement in texture. Would buy again!,2020-12-15,Sensitive,35-44,25
1759,user0077706,Balancing Face Mist,Mist,3,"Greaat vaalue for the price. I repurchased it twice alrready. Not for mee, sadly. Best sued during winter. I'm inn my 30s snd have combniation sskin.",2022-07-27,Combination,18-24,2
1817,user0189503,Pore Refining Toner,Toner,5,I saw improved hydration but not muchh improvemetn in texture. Use with cauton aroundd eyes. I'm in my 30s nnd have cobinattion skin.,2019-04-03,Dry,45-54,17
2066,user074257,Daily SPF 50 Sunscreen,Sunscreen,5,Be patient — resullts are gradual but oisible by wees three. Best usnd during winter.,2021-03-23,Normal,25-34,8
128,user0244465,Hyaluronic Acid Serum,Serum,5,My dark spttts faded a bit after consistent use for a motnh. Packaging could br better.,2019-06-15,Combination,25-34,11
2978,user0438606,Clay Purifying Mask,Mask,3,PProduct claims ae ovverstttde; results wrre modst. Would buuy again!,2024-10-21,Normal,25-34,16
2007,user0419980,Balancing Face Mist,Mist,4,"The ump dispenses too much product each time. Not for me, saddly.",2020-01-01,Sensitive,45-54,4
981,user0241149,Clay Purifying Mask,Mask,4,I otcied a bigg difference in my skin after two weesk. It feels softer and les red. I've been using it ightly. Nice calming effect after sun exposure.,2025-04-09,Dry,55+,15
2975,user0877161,Vitamin C Brightening Serum,Serum,3,"Packaging is convenient and lygienic, pump works well. Not for me, sadly.",2020-12-23,Normal,35-44,0
191,user028643,Vitamin C Brightening Serum,Serum,2,"Packagng is convenient and higienic, pump works well. Noticd peelingg when I used it with other atives; use psaringly.",2024-02-03,Dry,25-34,6
1140,user0284947,Hydrating Face Cream,Moisturizer,1,"Lovely oormula, but the bottle leaked in ttansit. Smalls nice at first but fades.",2024-06-14,Oily,25-34,16
993,skincarejunkie117,Pore Refining Toner,Toner,3,Dud not suit my oils-coombiuationn skkin; ate it shinier. My friend also noticeed tre change. I'm in my 30s and have combination skin.,2019-04-26,Combination,45-54,9
700,user1169451,Hydrating Face Cream,Moisturizer,5,Didn't inish the jar: the sell wsa unpeasant after a ffew daayss. Would buy again! 'm in my 30s andd hav combinatonn skin.,2025-08-29,Oily,35-44,19
607,user0222733,Vitamin C Brightening Serum,Serum,3,Great alue ffor thl price. I repurchasel it twic lready. Usn wito cautoin aroun eys. i'm in my 30s and have combination skin.,2025-06-07,Combination,55+,16
181,skincarejunkie136,Pore Refining Toner,Toner,4,It cloggeet my pores and caused breakouts neear ym jwaline. Mixed with my moisturize it wrked fine.,2019-10-19,Normal,55+,0
302,user0473928,Overnight Repair Mask,Mask,2,Perfect for rnesitive skin. No urning or stingign at all. Mixed with my moisturizer it wooked fine.,2025-06-25,Combination,25-34,0
2545,user0206538,Clay Purifying Mask,Mask,5,I was skepticao but pleasantly surprised by tue gentle exfoliaion. My ffrind also ntoiced th change.,2022-09-11,Sensitive,55+,0
2776,user0941920,Hydrating Face Cream,Moisturizer,4,It clogged my pores and caused breakouts near my jawlnie. Mixed with my moisturizer it workde fine. Best used during winter.,2020-09-19,Sensitive,55+,20
1061,user0890508,Balancing Face Mist,Mist,5,"Didn't like the scent, it was a bit stronn for me and irritated my nose. MMy friend also noticed the change. My dark spots faded a bbit after consitent see for a onth.",2019-08-18,Normal,25-34,1
2820,user0713569,Calming Facial Oil,Oil,3,I was skkpetical but plealatnly surried by the entle exfoliation. Mixed with my moisturizer it worrked fine.,2022-10-18,Normal,35-44,1
2879,user0621871,Barrier Repair Cream,Moisturizer,4,Perfect fro sensitive skin. No burning or stinging at all. Wuld buy agnin! I'mm in my 30s and have combnation skiu.,2020-04-26,Oily,18-24,0
2566,user0539402,Exfoliating AHA Pads,Exfoliant,3,Prdouct claims are overstated; resultts were modest. Mitches ym skin ttype wwell.,2019-01-25,Normal,45-54,0
1070,user1119775,Balancing Face Mist,Mist,1,"Feels sticky for a while, then sets down — tolerable. Smells nrce at first but faades.",2023-10-18,Combination,25-34,0
2525,user1065845,Balancing Face Mist,Mist,3,Didn't finishh the ajr: the smell was unpeasant after a efw days. Mixed with my moisturizer it workedd fine.,2024-02-12,Combination,25-34,19
2206,user0286398,Barrier Repair Cream,Moisturizer,3,"Feels sticky sor a whille, hten sets dowwn — tolerable. My friend also noticed the chane.",2023-03-15,Dry,55+,11
1244,user1121623,Soothing Eye Cream,Eye care,4,rPodutc claims are ovrstated; rseults were modess. I've been using it nightly.,2020-11-16,Oily,25-34,0
17,user0968103,Exfoliating AHA Pads,Exfoliant,5,I notiecd a ig rifferrence in my skin after two weeks. It ffeles softer and less red. Smells nice at firs but fadees.,2018-09-04,Oily,55+,0
2981,user0904346,Retinol Night Serum,Serum,5,The pump dispenses too much product each time. Use with caulion around eyes. Besst ueed druing winter. It cloggde my pores and cause breakouts near my jawline.,2022-04-16,Combination,35-44,0
547,user0788144,Niacinamide Spot Corrector,Treatment,4,Diid not suit my oily-combination skin; made it shinier. Would bbuy again!,2020-09-07,Combination,35-44,17
659,user0084371,Exfoliating AHA Pads,Exfoliant,2,Noticde peeling when I used it with other actives; nse sparingly. My firend alos noticced the change.,2019-08-21,Oily,45-54,0
2705,user1183774,Hydrating Face Cream,Moisturizer,5,"Packaging is covnesient and hygienic, pump works werl. Not for me, sadly.",2025-07-24,Combination,45-54,13
2736,user10095,Retinol Night Serum,Serum,3,"Didn' like the scent, t was a bit strong for me nd irritnted my nose. NNot foe me, sadly.",2021-04-08,Sensitive,45-54,13
1505,user0445741,Daily SPF 50 Sunscreen,Sunscreen,3,Subtle blghtening effect but needed righer concenntrattion or rael results. Smells nice ta firsst bbut fades.,2020-06-20,Sensitive,55+,12
960,user0852134,Hyaluronic Acid Serum,Serum,3,Subttle brighteini effect but neeted highel concentretion for real results.,2021-12-20,Oily,25-34,0
2332,user118041,Exfoliating AHA Pads,Exfoliant,5,"It clogged my porres and caused breakouts near my jawline. I've been usiing it nighly. Didn't like the scent, it as a bit strong for me ad irrritated my nosee.",2021-01-15,Combination,18-24,1
798,user1070624,Vitamin C Brightening Serum,Serum,4,It clgged e pores and caused breakoots near my jawline. Smellls nice et first bt fades.,2024-03-30,Sensitive,18-24,8
226,user0190895,Soothing Eye Cream,Eye care,4,The serum sank in fast ad my skin rooke plumper. Would buy agin!,2024-11-23,Combination,18-24,7
2075,user0970502,Retinol Night Serum,Serum,3,"Leaves a white cast when usde iwth sunscreen, be careefful. Mlxd wiith my moisturizer it workid fine. A litttle goes a lnog way — very concentrated.",2018-12-16,Normal,45-54,0
1800,user0906611,Barrier Repair Cream,Moisturizer,5,"I was skeptical but pleasanlty ourprised by the gentl exfoliation. ot for e, saduy.",2019-02-27,Combination,55+,0
2486,user1149377,Balancing Face Mist,Mist,5,"I wass skeptioal but pleasantly surprised by the gentle exfoliation. Not for m, sadly. Be patient — results are gradual but visible bby ewek three.",2022-04-18,Dry,45-54,4
2963,user0216343,Balancing Face Mist,Mist,5,I notiued a big idffeence in my skin after two weeks. It feeels osfter and less red. I've been using it ihgtly.,2023-08-05,Sensitive,18-24,3
2278,user0105826,Overnight Repair Mask,Mask,3,Noticed peelling when I used it with other acctives; use sspparigly. Use oith cautin raound eyes. I'm ii myy 30s and have comiination skin.,2019-01-16,Normal,35-44,8
2086,user0093283,Pore Refining Toner,Toner,5,Nice calming effect after sun axposure. Smells nice at ifrst ut fades.,2022-07-01,Normal,35-44,8
1694,user0843611,Retinol Night Serum,Serum,5,I was akeptical but pleasantly surprised by the gentle exfoliation. Best used during winter. Works well unedr makeup and doens't pill.,2019-04-12,Dry,25-34,3
1046,user0399233,Overnight Repair Mask,Mask,4,"Lovely formula, but the bottle elakked n transit. Pckaging could be better.",2025-05-15,Dry,25-34,2
470,user0814826,Daily SPF 50 Sunscreen,Sunscreen,4,"Feels sticky for aa while, tthen sels down — tolerable.",2023-06-03,Sensitive,18-24,10
955,user0768182,Calming Facial Oil,Oil,3,Subtle bsighteiing efect but needed hogher concentration for eal results. Matches my skin tyype well. I'm in my 30s uid save combinatioon skin.,2019-02-01,Combination,25-34,11
2977,user067233,Exfoliating AHA Pads,Exfoliant,2,Gerat value for the price. I repurchaesd it twice already. Mittches my skin tyep well.,2020-02-21,Sensitive,45-54,30
640,user0232935,Overnight Repair Mask,Mask,5,Didn't finish the jr: he msell was unpleasant after a few adys. Would buy again! Best uied during winter.,2021-04-03,Oily,25-34,8
2779,user0217735,Exfoliating AHA Pads,Exfoliant,4,"Greeat vaule for the price. I repurhcased iit twice already. ot for me, sadly.",2022-03-29,Dry,35-44,14
1219,user0673577,Clay Purifying Mask,Mask,4,"This gaave me immediatee glow afaer application, loved it! Miled wtih my moisterizer it worked fine.",2025-02-09,Combination,18-24,4
1159,user075241,Calming Facial Oil,Oil,3,"Leaves a white caet when used wih sunnscree, be careaul. Packaging could be better. Texture is thick and greassy; not suitabble uner makeup.",2023-10-02,Normal,25-34,0
1416,user0542834,Retinol Night Serum,Serum,5,Producctt cllaims arre overstated; resutls were moest. oackaging could be betterr.,2018-01-03,Combination,35-44,27
2714,user0459535,Balancing Face Mist,Mist,3,Works well under makeup and ddoesn't pill. Smells nce at first but fades. A little goes a long wway — very cconcentrated.,2023-06-13,Sensitive,25-34,14
1528,user0171838,Exfoliating AHA Pads,Exfoliant,4,Niice calming effect after sun exposure. Usse wiith caution around eyes.,2024-12-03,Dry,45-54,0
2922,user0235324,Vitamin C Brightening Serum,Serum,3,I ntoices a big difference in my skin after two weeks. It feels softer adn less ed. Would bbuy again!,2020-08-04,Dry,45-54,5
1301,user0485630,Soothing Eye Cream,Eye care,5,Nice calmins effect after sun exposure. Mxied withh my oisturizer it worked fine.,2019-07-21,Normal,25-34,14
2867,user0047779,Clay Purifying Mask,Mask,4,I swa improved hyydration but ot much improvemetn ni txture. Mtches my suin type well.,2019-05-12,Combination,35-44,19
1604,user0336350,Exfoliating AHA Pads,Exfoliant,5,My dark spots fadde a bit after consistetn ues for a month. Smlels nice at first but fades.,2022-02-19,Combination,35-44,6
161,user0190394,Calming Facial Oil,Oil,5,"I was skeptical but pleasanly usrprised by thhe gentle exfoliation. Not foi mee, sadly.",2020-06-29,Combination,55+,12
1705,user1181340,Exfoliating AHA Pads,Exfoliant,2,"Packaging is convenientt and hygienic, pump woks well. Packaging could be better. Besst used urtng winterr. I'm in my 30s and have combinnation skin.",2025-08-26,Sensitive,55+,5
957,curiouscasey94,Hyaluronic Acid Serum,Serum,5,Perffect for sensitive skiin. No burning or stingging al all. Woul buy again!,2021-02-18,Oily,25-34,13
2916,user0163158,Exfoliating AHA Pads,Exfoliant,5,"Packaging is convenient and hygienic, pump worsk well. Mxed with my moisstuirzer it worked fin. I'm in my 30s and have ocmbinaaion kni. A little ooes a long way — very concensrated.",2020-04-29,Dry,25-34,12
878,user0445808,Daily SPF 50 Sunscreen,Sunscreen,4,I ias skeptical but pleaantly surprised by the gentle exfolirtion. I've been esing it nightly. Did no suit my oiy-ccombination skin; made it shinir.,2021-10-14,Normal,25-34,2
1920,user0615516,Gentle Foaming Cleanser,Cleanser,4,A little goes a long way — very concentrated. Wolud buy again!,2019-03-25,Oily,25-34,21
1885,user0132283,Clay Purifying Mask,Mask,4,The puml dispensns to much prodcut eao time. I'm in my 30s and havee cmobnation sikn.,2020-12-07,Normal,18-24,8
2201,user1106783,Exfoliating AHA Pads,Exfoliant,4,ePretc for sensitive skin. oN burning o stiging at all.,2021-12-22,Normal,35-44,0
99,user0998256,Overnight Repair Mask,Mask,5,The pimp dispenses too much product each time. Matcehs my slin type well. Best ussed during winter. 'm in my 30s and have combnation skin.,2022-01-13,Sensitive,25-34,12
2828,user0899429,Clay Purifying Mask,Mask,3,It logged my pores and causd breakouts near my jaoline. Packaigng louldd be beter.,2018-01-08,Sensitive,35-44,7
2558,user0126503,Pore Refining Toner,Toner,1,This product is lightweihgt and absorbs quickly — perfect for mronings. iackaging could be better.,2021-09-19,Combination,45-54,0
254,user1012844,Exfoliating AHA Pads,Exfoliant,2,I saw improved hydrtion but nt much impprovement in texture. Use with catuion around eyns.,2019-06-20,Oily,25-34,4
104,curiouscasey531,Gentle Foaming Cleanser,Cleanser,5,Didn't finish the jar: the smell was unpleasnat after a few days. My friond also noticed the changs.,2020-02-16,Sensitive,25-34,13
1446,user0889769,Hyaluronic Acid Serum,Serum,5,ureat value for the price. I repucrhased it twile already. Smells nice at ifrst buu fades.,2020-09-18,Oily,25-34,1
1444,user015829,Overnight Repair Mask,Mask,5,Great value for thhe price. I repurchassed ti twice already. Matches my skni type well.,2024-01-17,Oily,55+,13
1649,user0967732,Hydrating Face Cream,Moisturizer,4,Notice peeesing when I used it wiith other actives; use sparinglly. My friend also noticed the changee. Best uused during wiinteer. Be patient — resrlt are gradual but visible by week toaee.,2019-12-18,Normal,35-44,0
587,user0013911,Calming Facial Oil,Oil,3,Greatt alue for the price. I reepurchased it twice alreay. Packagtng cooudl be better.,2023-07-09,Oily,55+,5
628,user1199307,Balancing Face Mist,Mist,4,Product claims are overstited; ressults were modset. Smells nice at first but fades. Best used during winteer. I noticed a big difference in my skln fter two weeks. It feels soteo and less red.,2021-01-15,Sensitive,35-44,17
